episodio_id,inizio,fine,n_post,n_parole_tot,primo_post,testo_unito,durata_min
50,2025-06-22 20:45:55.963000+00:00,2025-06-22 20:45:55.963000+00:00,1,28,114728970221252806,"The damage to the Nuclear sites in Iran is said to be ""monumental."" The hits were hard and accurate. Great skill was shown by our military. Thank you!",0.0
51,2025-06-23 01:55:13.882000+00:00,2025-06-23 01:55:13.882000+00:00,1,53,114730186433008075,"Monumental Damage was done to all Nuclear sites in Iran, as shown by satellite images. Obliteration is an accurate term! The white structure shown is deeply imbedded into the rock, with even its roof well below ground level, and completely shielded from flame. The biggest damage took place far below ground level. Bullseye!!!",0.0
52,2025-06-23 13:35:03.813000+00:00,2025-06-23 13:41:19.765000+00:00,2,356,114732938285152785,"EVERYONE, KEEP OIL PRICES DOWN. I’M WATCHING! YOU’RE PLAYING RIGHT INTO THE HANDS OF THE ENEMY. DON’T DO IT! || GET THIS ""BUM"" OUT OF OFFICE, ASAP!!! ·June 22 Congressman Thomas Massie of Kentucky is not MAGA, even though he likes to say he is. Actually, MAGA doesn't want him, doesn't know him, and doesn't respect him. He is a negative force who almost always Votes ""NO,"" no matter how good something may be. He's a simple minded ""grandstander"" who thinks it's good politics for Iran to have the highest level Nuclear weapon, while at the same time yelling ""DEATH TO AMERICA"" at every chance they get. Iran has killed and maimed thousands of Americans, and even took over the American Embassy in Tehran under the Carter Administration. We had a spectacular military success yesterday, taking the ""bomb"" right out of their hands (and they would use it if they could!) but, as usual, and despite all of the praise and accolades received, this ""lightweight"" Congressman is against what was so brilliantly achieved last night in Iran. Massie is weak, ineffective, and votes ""NO"" on virtually everything put before him (Rand Paul, Jr.), no matter how good something may be. He is disrespectful to our great military, and all that they stand for, not even acknowledging their brilliance and bravery in yesterday's attack, which was a total and complete WIN. Massie should drop his fake act and start putting America First, but he doesn't know how to get there — he doesn't have a clue! He'll undoubtedly vote against the Great, Big, Beautiful Bill, even though non-passage means a 68% Tax Increase for everybody, and many things far worse than that. MAGA should drop this pathetic LOSER, Tom Massie, like the plague! The good news is that we will have a wonderful American Patriot running against him in the Republican Primary, and I'll be out in Kentucky campaigning really hard. MAGA is not about lazy, grandstanding, nonproductive politicians, of which Thomas Massie is definitely one. Thank you to our incredible military for the AMAZING job they did last night. It was really SPECIAL!!! MAKE AMERICA GREAT AGAIN.",6.265866666666667
53,2025-06-23 15:27:34.672000+00:00,2025-06-23 15:27:34.672000+00:00,1,142,114733380709403439,"Did I hear Former President Medvedev, from Russia, casually throwing around the ""N word"" (Nuclear!), and saying that he and other Countries would supply Nuclear Warheads to Iran? Did he really say that or, is it just a figment of my imagination? If he did say that, and, if confirmed, please let me know, IMMEDIATELY. The ""N word"" should not be treated so casually. I guess that's why Putin's ""THE BOSS."" By the way, if anyone thinks our ""hardware"" was great over the weekend, far and away the strongest and best equipment we have, 20 years advanced over the pack, is our Nuclear Submarines. They are the most powerful and lethal weapons ever built, and just launched the 30 Tomahawks — All 30 hit their mark perfectly. So, in addition to our Great Fighter Pilots, thank you to the Captain and Crew!",0.0
54,2025-06-23 18:10:31.030000+00:00,2025-06-23 18:10:31.030000+00:00,1,101,114734021412822365,"The sites that we hit in Iran were totally destroyed, and everyone knows it. Only the Fake News would say anything different in order to try and demean, as much as possible — And even they say they were ""pretty well destroyed!"" Working especially hard on this falsehood is Allison Cooper of Fake News CNN, Dumb Brian L. Roberts, Chairman of ""Con""cast, Jonny Karl of ABC Fake News, and always, the Losers of, again, Concast's NBC Fake News. It never ends with the sleazebags in the Media, and that's why their Ratings are at an ALL TIME LOW — ZERO CREDIBILITY!",0.0
55,2025-06-23 19:52:58.119000+00:00,2025-06-23 19:52:58.119000+00:00,1,146,114734424268466099,"Iran has officially responded to our Obliteration of their Nuclear Facilities with a very weak response, which we expected, and have very effectively countered. There have been 14 missiles fired — 13 were knocked down, and 1 was ""set free,"" because it was headed in a nonthreatening direction. I am pleased to report that NO Americans were harmed, and hardly any damage was done. Most importantly, they've gotten it all out of their ""system,"" and there will, hopefully, be no further HATE. I want to thank Iran for giving us early notice, which made it possible for no lives to be lost, and nobody to be injured. Perhaps Iran can now proceed to Peace and Harmony in the Region, and I will enthusiastically encourage Israel to do the same. Thank you for your attention to this matter!DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES OF AMERICA",0.0
56,2025-06-23 22:02:38.349000+00:00,2025-06-23 22:02:38.349000+00:00,1,196,114734934153569653,"CONGRATULATIONS TO EVERYONE! It has been fully agreed by and between Israel and Iran that there will be a Complete and Total CEASEFIRE (in approximately 6 hours from now, when Israel and Iran have wound down and completed their in progress, final missions!), for 12 hours, at which point the War will be considered, ENDED! Officially, Iran will start the CEASEFIRE and, upon the 12th Hour, Israel will start the CEASEFIRE and, upon the 24th Hour, an Official END to THE 12 DAY WAR will be saluted by the World. During each CEASEFIRE, the other side will remain PEACEFUL and RESPECTFUL. On the assumption that everything works as it should, which it will, I would like to congratulate both Countries, Israel and Iran, on having the Stamina, Courage, and Intelligence to end, what should be called, ""THE 12 DAY WAR."" This is a War that could have gone on for years, and destroyed the entire Middle East, but it didn't, and never will! God bless Israel, God bless Iran, God bless the Middle East, God bless the United States of America, and GOD BLESS THE WORLD! DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES OF AMERICA",0.0
57,2025-06-24 11:28:58.419000+00:00,2025-06-24 11:34:53.466000+00:00,2,55,114738104789842114,"ISRAEL is not going to attack Iran. All planes will turn around and head home, while doing a friendly ""Plane Wave"" to Iran. Nobody will be hurt, the Ceasefire is in effect! Thank you for your attention to this matter! DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES || IRAN WILL NEVER REBUILD THEIR NUCLEAR FACILITIES!",5.9174500000000005
58,2025-06-24 15:17:31.025000+00:00,2025-06-24 15:17:31.025000+00:00,1,27,114739003459183372,"Both Israel and Iran wanted to stop the War, equally! It was my great honor to Destroy All Nuclear facilities & capability, and then, STOP THE WAR!",0.0
59,2025-06-25 01:46:51.815000+00:00,2025-06-25 01:46:51.815000+00:00,1,46,114741478150368433,"FAKE NEWS CNN, TOGETHER WITH THE FAILING NEW YORK TIMES, HAVE TEAMED UP IN AN ATTEMPT TO DEMEAN ONE OF THE MOST SUCCESSFUL MILITARY STRIKES IN HISTORY. THE NUCLEAR SITES IN IRAN ARE COMPLETELY DESTROYED! BOTH THE TIMES AND CNN ARE GETTING SLAMMED BY THE PUBLIC!",0.0
60,2025-06-25 12:30:19.882000+00:00,2025-06-25 12:30:19.882000+00:00,1,16,114744008368646986,This was an unbelievable hit in Iran by genius pilots and genius people in the military…,0.0
61,2025-06-25 15:44:45.961000+00:00,2025-06-25 15:44:45.961000+00:00,1,43,114744772916804667,"Last weekend, the United States successfully carried out a massive precision strike on Iran's nuclear enrichment facilities, and it was very, very successful—It was called OBLITERATION. This incredible exercise of American strength has paved the way for peace, with a historic ceasefire agreement…",0.0
62,2025-06-25 22:27:20.555000+00:00,2025-06-25 22:27:20.555000+00:00,1,349,114746355912265245,"BREAKING NEWS…I was shocked to hear that the State of Israel, which has just had one of its Greatest Moments in History, and is strongly led by Bibi Netanyahu, is continuing its ridiculous Witch Hunt against their Great War Time Prime Minister! Bibi and I just went through HELL together, fighting a very tough and brilliant longtime enemy of Israel, Iran, and Bibi could not have been better, sharper, or stronger in his LOVE for the incredible Holy Land. Anybody else would have suffered losses, embarrassment, and chaos! Bibi Netanyahu was a WARRIOR, like perhaps no other Warrior in the History of Israel, and the result was something that nobody thought was possible, a complete elimination of potentially one of the biggest and most powerful Nuclear Weapons anywhere in the World, and it was going to happen, SOON! We were fighting, literally, for the Survival of Israel, and there is nobody in Israel's History that fought harder or more competently than Bibi Netanyahu. Despite all of this, I just learned that Bibi has been summoned to Court on Monday for the continuation of this long running, (He has been going through this ""Horror Show"" since May of 2020 – Unheard of! This is the first time a sitting Israeli Prime Minister has ever been on trial.), politically motivated case, ""concerning cigars, a Bugs Bunny doll, and numerous other unfair charges"" in order to do him great harm. Such a WITCH HUNT, for a man who has given so much, is unthinkable to me. He deserves much better than this, and so does the State of Israel. Bibi Netanyahu's trial should be CANCELLED, IMMEDIATELY, or a Pardon given to a Great Hero, who has done so much for the State. Perhaps there is no one that I know who could have worked in better harmony with the President of the United States, ME, than Bibi Netanyahu. It was the United States of America that saved Israel, and now it is going to be the United States of America that saves Bibi Netanyahu. THIS TRAVESTY OF ""JUSTICE"" CAN NOT BE ALLOWED!",0.0
